Charan,nTR,Prab
0713276,03280328,NonStandard
0713276,05600560,NonStandard
0713276,02230223,NonStandard
0713276,02240224,NonStandard
0713276,02250225,NonStandard
0713276,02260226,NonStandard
0713276,03300330,NonStandard
0713276,05610561,NonStandard
0713276,04870487,NonStandard
0713276,05590559,NonStandard
0713276,03270327,NonStandard
0713276,03290329,NonStandard
0713276,04880488,NonStandard
0713276,04890489,NonStandard
0713276,04900490,NonStandard
0713276,04180418,NonStandard
0713276,05620562,NonStandard
0713276,05710571,NonStandard
0713276,02400240,NonStandard
0713276,02390239,NonStandard
0713276,05020502,NonStandard
0713276,05010501,NonStandard
0713276,05000500,NonStandard
0713276,04990499,NonStandard
0713276,03440344,NonStandard
0713276,05740574,NonStandard
0927475,00190019,NonStandard
0927475,00210021,NonStandard
0927475,00230023,NonStandard
0927475,00240024,NonStandard
0927475,00220022,NonStandard
0927475,00200020,NonStandard
0927475,00260026,NonStandard
0927475,00240024,NonStandard
0927475,00220022,NonStandard
0927475,00200020,NonStandard
0927475,00260026,NonStandard
0702457,00180018,NonStandard
0702457,00190019,NonStandard
0702457,00200020,NonStandard
0908715,00120012,NonStandard
0908715,00110011,NonStandard
0908715,00010001,NonStandard
0908715,00020002,NonStandard
0908715,00030003,NonStandard
0908715,00130013,NonStandard
0908715,00140014,NonStandard
0908715,00040004,NonStandard
0908715,00150015,NonStandard
0908715,00160016,NonStandard
0908715,00170017,NonStandard
0908715,00180018,NonStandard
0908715,00220022,NonStandard
0908715,00210021,NonStandard
0908715,00200020,NonStandard
0908715,00190019,NonStandard
0169460,01210121,NonStandard
0169460,01020102,NonStandard
0169460,01010101,NonStandard
0169460,01030103,NonStandard
0169460,01330133,NonStandard
0169460,01320132,NonStandard
0169460,01310131,NonStandard
0169460,01360136,NonStandard
0169460,01340134,NonStandard
0169460,01350135,NonStandard
0169460,01440144,NonStandard
0169460,01430143,NonStandard
0169460,01450145,NonStandard
0169460,01460146,NonStandard
0169460,01490149,NonStandard
0169460,01500150,NonStandard
0169460,01510151,NonStandard
0169460,01530153,NonStandard
0169460,01520152,NonStandard
0189897,02910291,NonStandard
0189897,02900290,NonStandard
0189897,04700470,NonStandard
0189897,04690469,NonStandard
0189897,04680468,NonStandard
0189897,04670467,NonStandard
0189897,04650465,NonStandard
0189897,04620462,NonStandard
0189897,04640464,NonStandard
0189897,04630463,NonStandard
0189897,04610461,NonStandard
0189897,04660466,NonStandard
0189897,04250425,NonStandard
0189897,04270427,NonStandard
0189897,03650365,NonStandard
0189897,03830383,NonStandard
0189897,03930393,NonStandard
0189897,04010401,NonStandard
0189897,04170417,NonStandard
0189897,04210421,NonStandard
0189897,04230423,NonStandard
0189897,04410441,NonStandard
0189897,04180418,NonStandard
0189897,04420442,NonStandard
0189897,03660366,NonStandard
0189897,04280428,NonStandard
0189897,03840384,NonStandard
0189897,04260426,NonStandard
0189897,04220422,NonStandard
0189897,03940394,NonStandard
0189897,04240424,NonStandard
0189897,04020402,NonStandard
0189897,05290529,NonStandard
0189897,05430543,NonStandard
0189897,05270527,NonStandard
0189897,05310531,NonStandard
0189897,05330533,NonStandard
0189897,05390539,NonStandard
0189897,05300530,NonStandard
0189897,05280528,NonStandard
0189897,05320532,NonStandard
0189897,05340534,NonStandard
0189897,05400540,NonStandard
0189897,05440544,NonStandard
0189897,05450545,NonStandard
0189897,05460546,NonStandard
0189897,05470547,NonStandard
0189897,05480548,NonStandard
0189897,05490549,NonStandard
0189897,05500550,NonStandard
0717257,01950195,NonStandard
0717257,15781578,NonStandard
0717257,15821582,NonStandard
0717257,15861586,NonStandard
0717257,15901590,NonStandard
0717257,15941594,NonStandard
0717257,01850185,NonStandard
0717257,15741574,NonStandard
0717257,16021602,NonStandard
0717257,15511551,NonStandard
0717257,15981598,NonStandard
0717257,15701570,NonStandard
0717257,15681568,NonStandard
0717257,01990199,NonStandard
0717257,04260426,NonStandard
0717257,05040504,NonStandard
0717257,16061606,NonStandard
0717257,05120512,NonStandard
0717257,16381638,NonStandard
0717257,02090209,NonStandard
0717257,15491549,NonStandard
0717257,04180418,NonStandard
0717257,05160516,NonStandard
0717257,02130213,NonStandard
0717257,05060506,NonStandard
0717257,16581658,NonStandard
0717257,16981698,NonStandard
0717257,01530153,NonStandard
0717257,05260526,NonStandard
0717257,16901690,NonStandard
0717257,16861686,NonStandard
0717257,16821682,NonStandard
0717257,03050305,NonStandard
0717257,01590159,NonStandard
0717257,16781678,NonStandard
0717257,01610161,NonStandard
0717257,01710171,NonStandard
0717257,16621662,NonStandard
0717257,01810181,NonStandard
0717257,01670167,NonStandard
0717257,16461646,NonStandard
0717257,01510151,NonStandard
0717257,17061706,NonStandard
0717257,16301630,NonStandard
0717257,16261626,NonStandard
0717257,16221622,NonStandard
0717257,16181618,NonStandard
0717257,16141614,NonStandard
0717257,16101610,NonStandard
0717257,16661666,NonStandard
0717257,12351235,NonStandard
0717257,05680568,NonStandard
0717257,02530253,NonStandard
0717257,05520552,NonStandard
0717257,03780378,NonStandard
0717257,05580558,NonStandard
0717257,09280928,NonStandard
0717257,14901490,NonStandard
0717257,14861486,NonStandard
0717257,05600560,NonStandard
0717257,05660566,NonStandard
0717257,14771477,NonStandard
0717257,02510251,NonStandard
0717257,05280528,NonStandard
0717257,05440544,NonStandard
0717257,21632163,NonStandard
0717257,02410241,NonStandard
0717257,21842184,NonStandard
0717257,21812181,NonStandard
0717257,00410041,NonStandard
0717257,21782178,NonStandard
0717257,00430043,NonStandard
0717257,21752175,NonStandard
0717257,21722172,NonStandard
0717257,21692169,NonStandard
0717257,00490049,NonStandard
0717257,00350035,NonStandard
0717257,00510051,NonStandard
0717257,21902190,NonStandard
0717257,21602160,NonStandard
0717257,21482148,NonStandard
0717257,21452145,NonStandard
0717257,21422142,NonStandard
0717257,04580458,NonStandard
0717257,00330033,NonStandard
0717257,00630063,NonStandard
0717257,17141714,NonStandard
0717257,00670067,NonStandard
0717257,21202120,NonStandard
0717257,04420442,NonStandard
0717257,21662166,NonStandard
0717257,00170017,NonStandard
0717257,00010001,NonStandard
0717257,09350935,NonStandard
0717257,00030003,NonStandard
0717257,09370937,NonStandard
0717257,09390939,NonStandard
0717257,22722272,NonStandard
0717257,00090009,NonStandard
0717257,22692269,NonStandard
0717257,00110011,NonStandard
0717257,22602260,NonStandard
0717257,21872187,NonStandard
0717257,22492249,NonStandard
0717257,21262126,NonStandard
0717257,22472247,NonStandard
0717257,00190019,NonStandard
0717257,22442244,NonStandard
0717257,22382238,NonStandard
0717257,22322232,NonStandard
0717257,00250025,NonStandard
0717257,22232223,NonStandard
0717257,00270027,NonStandard
0717257,22172217,NonStandard
0717257,00790079,NonStandard
0717257,21932193,NonStandard
0717257,22572257,NonStandard
0717257,17501750,NonStandard
0717257,18181818,NonStandard
0717257,18061806,NonStandard
0717257,04660466,NonStandard
0717257,01190119,NonStandard
0717257,21322132,NonStandard
0717257,01210121,NonStandard
0717257,17741774,NonStandard
0717257,17621762,NonStandard
0717257,17601760,NonStandard
0717257,01270127,NonStandard
0717257,01130113,NonStandard
0717257,01290129,NonStandard
0717257,17981798,NonStandard
0717257,17461746,NonStandard
0717257,17421742,NonStandard
0717257,01350135,NonStandard
0717257,17381738,NonStandard
0717257,01370137,NonStandard
0717257,17341734,NonStandard
0717257,17301730,NonStandard
0717257,17221722,NonStandard
0717257,01430143,NonStandard
0717257,17181718,NonStandard
0717257,01450145,NonStandard
0717257,17541754,NonStandard
0717257,20942094,NonStandard
0717257,04500450,NonStandard
0717257,00810081,NonStandard
0717257,04740474,NonStandard
0717257,04820482,NonStandard
0717257,04340434,NonStandard
0717257,00870087,NonStandard
0717257,21062106,NonStandard
0717257,17941794,NonStandard
0717257,21002100,NonStandard
0717257,18241824,NonStandard
0717257,04900490,NonStandard
0717257,00950095,NonStandard
0717257,01050105,NonStandard
0717257,01110111,NonStandard
0717257,18261826,NonStandard
0717257,18301830,NonStandard
0717257,00890089,NonStandard
0717257,20682068,NonStandard
0717257,04960496,NonStandard
0717257,20752075,NonStandard
0717257,01030103,NonStandard
0717257,20812081,NonStandard
0717257,20842084,NonStandard
0717257,04980498,NonStandard
0717257,00970097,NonStandard
0717257,17161716,NonStandard
0717257,17001700,NonStandard
0717257,17201720,NonStandard
0717257,16921692,NonStandard
0717257,17081708,NonStandard
0717257,17121712,NonStandard
0717257,15171517,NonStandard
0717257,17761776,NonStandard
0717257,15151515,NonStandard
0717257,17581758,NonStandard
0717257,17961796,NonStandard
0717257,17561756,NonStandard
0717257,18001800,NonStandard
0717257,17521752,NonStandard
0717257,18081808,NonStandard
0717257,17441744,NonStandard
0717257,18201820,NonStandard
0717257,02250225,NonStandard
0717257,18221822,NonStandard
0717257,09120912,NonStandard
0717257,18281828,NonStandard
0717257,17401740,NonStandard
0717257,18321832,NonStandard
0717257,17361736,NonStandard
0717257,17321732,NonStandard
0717257,17241724,NonStandard
0717257,17481748,NonStandard
0717257,15921592,NonStandard
0717257,15531553,NonStandard
0717257,16081608,NonStandard
0717257,15551555,NonStandard
0717257,16041604,NonStandard
0717257,01830183,NonStandard
0717257,16001600,NonStandard
0717257,16241624,NonStandard
0717257,02010201,NonStandard
0717257,02110211,NonStandard
0717257,01870187,NonStandard
0717257,15881588,NonStandard
0717257,01970197,NonStandard
0717257,15721572,NonStandard
0717257,15761576,NonStandard
0717257,15801580,NonStandard
0717257,15841584,NonStandard
0717257,15961596,NonStandard
0717257,16321632,NonStandard
0717257,15281528,NonStandard
0717257,16841684,NonStandard
0717257,16801680,NonStandard
0717257,16681668,NonStandard
0717257,16641664,NonStandard
0717257,16601660,NonStandard
0717257,16481648,NonStandard
0717257,16121612,NonStandard
0717257,01690169,NonStandard
0717257,09160916,NonStandard
0717257,15361536,NonStandard
0717257,16281628,NonStandard
0717257,01730173,NonStandard
0717257,02150215,NonStandard
0717257,16201620,NonStandard
0717257,16161616,NonStandard
0717257,16881688,NonStandard
0717257,16401640,NonStandard
0717257,06240624,NonStandard
0717257,06600660,NonStandard
0717257,12311231,NonStandard
0717257,06060606,NonStandard
0717257,12191219,NonStandard
0717257,06100610,NonStandard
0717257,12151215,NonStandard
0717257,06120612,NonStandard
0717257,21572157,NonStandard
0717257,06180618,NonStandard
0717257,21542154,NonStandard
0717257,06280628,NonStandard
0717257,06300630,NonStandard
0717257,06360636,NonStandard
0717257,06420642,NonStandard
0717257,06460646,NonStandard
0717257,06480648,NonStandard
0717257,08080808,NonStandard
0717257,06160616,NonStandard
0717257,21292129,NonStandard
0717257,05140514,NonStandard
0717257,22262226,NonStandard
0717257,20972097,NonStandard
0717257,05180518,NonStandard
0717257,08040804,NonStandard
0717257,21032103,NonStandard
0717257,21092109,NonStandard
0717257,12331233,NonStandard
0717257,21232123,NonStandard
0717257,06660666,NonStandard
0717257,15131513,NonStandard
0717257,21352135,NonStandard
0717257,05800580,NonStandard
0717257,00590059,NonStandard
0717257,00570057,NonStandard
0717257,21512151,NonStandard
0717257,06040604,NonStandard
0717257,07980798,NonStandard
0717257,07620762,NonStandard
0717257,06540654,NonStandard
0717257,07380738,NonStandard
0717257,07420742,NonStandard
0717257,22082208,NonStandard
0717257,07440744,NonStandard
0717257,07500750,NonStandard
0717257,07540754,NonStandard
0717257,07320732,NonStandard
0717257,22142214,NonStandard
0717257,07300730,NonStandard
0717257,07680768,NonStandard
0717257,07740774,NonStandard
0717257,07780778,NonStandard
0717257,07800780,NonStandard
0717257,22202220,NonStandard
0717257,07840784,NonStandard
0717257,07880788,NonStandard
0717257,07560756,NonStandard
0717257,07060706,NonStandard
0717257,06720672,NonStandard
0717257,06780678,NonStandard
0717257,06820682,NonStandard
0717257,06840684,NonStandard
0717257,06880688,NonStandard
0717257,06920692,NonStandard
0717257,06960696,NonStandard
0717257,22052205,NonStandard
0717257,07040704,NonStandard
0717257,07940794,NonStandard
0717257,21962196,NonStandard
0717257,07120712,NonStandard
0717257,07140714,NonStandard
0717257,21992199,NonStandard
0717257,07220722,NonStandard
0717257,07240724,NonStandard
0717257,22022202,NonStandard
0717257,07020702,NonStandard
0717257,14491449,NonStandard
0717257,08660866,NonStandard
0717257,22412241,NonStandard
0717257,08640864,NonStandard
0717257,09240924,NonStandard
0717257,08580858,NonStandard
0717257,02650265,NonStandard
0717257,08280828,NonStandard
0717257,08460846,NonStandard
0717257,09300930,NonStandard
0717257,14541454,NonStandard
0717257,08420842,NonStandard
0717257,09450945,NonStandard
0717257,22352235,NonStandard
0717257,08820882,NonStandard
0717257,17641764,NonStandard
0717257,02630263,NonStandard
0717257,08860886,NonStandard
0717257,09040904,NonStandard
0717257,22542254,NonStandard
0717257,09000900,NonStandard
0717257,08980898,NonStandard
0717257,22512251,NonStandard
0717257,08920892,NonStandard
0717257,09100910,NonStandard
0717257,09430943,NonStandard
0717257,08680868,NonStandard
0717257,05760576,NonStandard
0717257,22632263,NonStandard
0717257,09060906,NonStandard
0717257,08760876,NonStandard
0717257,22662266,NonStandard
0717257,08740874,NonStandard
0717257,08340834,NonStandard
0717257,08900890,NonStandard
0717257,20872087,NonStandard
0717257,14921492,NonStandard
0717257,20782078,NonStandard
0717257,02570257,NonStandard
0717257,02290229,NonStandard
0717257,14631463,NonStandard
0717257,08160816,NonStandard
0717257,02430243,NonStandard
0717257,22292229,NonStandard
0717257,02390239,NonStandard
0717257,09180918,NonStandard
0717257,14881488,NonStandard
0717257,02550255,NonStandard
0717257,20722072,NonStandard
0717257,20702070,NonStandard
0717257,14731473,NonStandard
0717257,08140814,NonStandard
0717257,09220922,NonStandard
0717257,08220822,NonStandard
0717257,21912191,NonStandard
0717257,22612261,NonStandard
0717257,21942194,NonStandard
0717257,17951795,NonStandard
0717257,00260026,NonStandard
0717257,22582258,NonStandard
0717257,01200120,NonStandard
0717257,17751775,NonStandard
0717257,01220122,NonStandard
0717257,00280028,NonStandard
0717257,22122212,NonStandard
0717257,18311831,NonStandard
0717257,18271827,NonStandard
0717257,18251825,NonStandard
0717257,01120112,NonStandard
0717257,00100010,NonStandard
0717257,00040004,NonStandard
0717257,17991799,NonStandard
0717257,22732273,NonStandard
0717257,18191819,NonStandard
